#index, bin x0, bin y0, bin x1, bin y1, lambda hkl val, lambda hkl err, d value, d err, strain, strain error
53, 304, 234, 234, 244, 2.6063129744799642, 0.001217013782725842, 1.3031564872399821, 0.000608506891362921, 0.0334309970182254, 1.1235510699817464
54, 304, 244, 244, 254, 2.6073924681400262, 0.0008629058312733317, 1.3036962340700131, 0.00043145291563666586, 0.03385902781127139, 1.1233740160060202
55, 304, 254, 254, 264, 2.618403554458983, 0.0010915495524478312, 1.3092017772294915, 0.0005457747762239156, 0.038225041419105155, 1.1234883378666074
56, 304, 264, 264, 274, 2.607844745211568, 0.0011219437345741327, 1.303922372605784, 0.0005609718672870663, 0.03403836051212065, 1.1235035349576705
57, 304, 274, 274, 284, 2.6078666228754646, 0.00079053625889567, 1.3039333114377323, 0.000395268129447835, 0.03404703524007326, 1.1233378312198314
58, 304, 284, 284, 294, 2.611673008416713, 0.002981321527237971, 1.3058365042083564, 0.0014906607636189855, 0.03555630785753886, 1.1244332238540025
59, 304, 294, 294, 304, 2.618757233977951, 0.0008722391698930324, 1.3093786169889754, 0.0004361195849465162, 0.03836527913479421, 1.12337868267533
60, 314, 204, 204, 214, 2.6161215827193023, 0.003108486706033775, 1.3080607913596511, 0.0015542433530168875, 0.03732021519401368, 1.1244968064434004
61, 314, 214, 214, 224, 2.5604060801548516, 0.0035174155605606832, 1.2802030400774258, 0.0017587077802803416, 0.01522842194879136, 1.1247012708706638
62, 314, 224, 224, 234, 2.6055086752595633, 0.0010900264397910257, 1.3027543376297817, 0.0005450132198955128, 0.03311208376667864, 1.123487576310279
63, 314, 234, 234, 244, 2.6110456482525177, 0.0009873249590772882, 1.3055228241262589, 0.0004936624795386441, 0.03530755283604994, 1.1234362255699222
64, 314, 244, 244, 254, 2.609235962705523, 0.0008388496265460104, 1.3046179813527614, 0.0004194248132730052, 0.03458999314255473, 1.1233619879036565
65, 314, 254, 254, 264, 2.617418361289565, 0.0007447209210355039, 1.3087091806447826, 0.00037236046051775194, 0.03783440178016074, 1.1233149235509012
66, 314, 264, 264, 274, 2.612159135845355, 0.00678894759008328, 1.3060795679226775, 0.00339447379504164, 0.03574906258737323, 1.126337036885425
67, 314, 274, 274, 284, 2.609727437601151, 0.0015812151201805395, 1.3048637188005754, 0.0007906075600902698, 0.034784868200297775, 1.1237331706504738
68, 314, 284, 284, 294, 2.608340877623374, 0.002425602365182869, 1.304170438811687, 0.0012128011825914345, 0.03423508232489068, 1.124155364272975
69, 314, 294, 294, 304, 2.610089839866048, 0.0014819174061847275, 1.305044919933024, 0.0007409587030923637, 0.03492856457813178, 1.123683521793476
70, 324, 204, 204, 214, 2.61285121131994, 0.0038510188207617883, 1.30642560565997, 0.0019255094103808941, 0.036023477922260114, 1.1248680725007645
71, 324, 214, 214, 224, 2.6141318083375014, 0.009111069016034477, 1.3070659041687507, 0.0045555345080172385, 0.03653124834952481, 1.1274980975984008
72, 324, 224, 224, 234, 2.6076165277234016, 0.0009072449332089189, 1.3038082638617008, 0.00045362246660445943, 0.03394786983481435, 1.123396185556988
73, 324, 234, 234, 244, 2.6087475652293683, 0.0009336163140423924, 1.3043737826146842, 0.0004668081570211962, 0.034396338314579125, 1.1234093712474047
74, 324, 244, 244, 254, 2.606772022235263, 0.0014448308141125545, 1.3033860111176314, 0.0007224154070562773, 0.033613014367669725, 1.1236649784974397
75, 324, 254, 254, 264, 2.606637761729965, 0.0009696060232723702, 1.3033188808649825, 0.0004848030116361851, 0.03355977863995448, 1.1234273661020198
76, 324, 264, 264, 274, 2.6064636990164667, 0.001030330439891995, 1.3032318495082333, 0.0005151652199459976, 0.03349076091057371, 1.1234577283103295
77, 324, 274, 274, 284, 2.6114847878272047, 0.000799654261935635, 1.3057423939136024, 0.0003998271309678175, 0.03548167637874898, 1.1233423902213513
78, 324, 284, 284, 294, 2.612103237673513, 0.0005564639165053131, 1.3060516188367566, 0.00027823195825265657, 0.03572689836380387, 1.1232207950486361
79, 324, 294, 294, 304, 2.614343022845332, 0.0068284880611161804, 1.307171511422666, 0.0034142440305580902, 0.036614997163097684, 1.1263568071209415
80, 334, 204, 204, 214, 2.6083618604454886, 0.0012268922096854756, 1.3041809302227443, 0.0006134461048427378, 0.03424340223849674, 1.1235560091952264
81, 334, 214, 214, 224, 2.616697477016094, 0.00522165858978362, 1.308348738508047, 0.00261082929489181, 0.03754856344809446, 1.1255533923852754
82, 334, 224, 224, 234, 2.6135265941130394, 0.0011768122304995454, 1.3067632970565197, 0.0005884061152497727, 0.03629127443022984, 1.1235309692056332
83, 334, 234, 234, 244, 2.6131448736959304, 0.006547120576011745, 1.3065724368479652, 0.0032735602880058726, 0.03613991819822784, 1.1262161233783894
84, 334, 244, 244, 254, 2.61145666994463, 0.0009348639077136182, 1.305728334972315, 0.0004674319538568091, 0.03547052733728398, 1.1234099950442404
85, 334, 254, 254, 264, 2.6046064272347835, 0.0011093553817780862, 1.3023032136173918, 0.0005546776908890431, 0.03275433276557642, 1.1234972407812727
86, 334, 264, 264, 274, 2.613936839416094, 0.0010860847622225593, 1.306968419708047, 0.0005430423811112797, 0.03645394108489056, 1.1234856054714948
87, 334, 274, 274, 284, 2.6008791355131664, 0.0012346458233653502, 1.3004395677565832, 0.0006173229116826751, 0.031276421694356314, 1.1235598860020661
88, 334, 284, 284, 294, 2.609377899155662, 0.0007604797541404938, 1.304688949577831, 0.0003802398770702469, 0.03464627246457669, 1.1233228029674538
89, 334, 294, 294, 304, 2.6148577050085957, 0.0067440113309885155, 1.3074288525042979, 0.0033720056654942578, 0.03681907415091036, 1.1263145687558778
90, 344, 204, 204, 214, 2.6100319170085005, 0.0008637980307824415, 1.3050159585042502, 0.00043189901539122076, 0.03490559754500423, 1.1233744621057749
91, 344, 214, 214, 224, 2.616864474837672, 0.0073220327682645735, 1.308432237418836, 0.0036610163841322868, 0.037614779872193554, 1.1266035794745157
92, 344, 224, 224, 234, 2.608001177197319, 0.0009130474160988416, 1.3040005885986594, 0.0004565237080494208, 0.03410038746919867, 1.123399086798433
93, 344, 234, 234, 244, 2.613663526391146, 0.0027670810189116962, 1.306831763195573, 0.0013835405094558481, 0.0363455695444672, 1.1243261035998393
94, 344, 244, 244, 254, 2.5847154173000098, 0.0021150063408580705, 1.2923577086500049, 0.0010575031704290353, 0.02486733437748214, 1.1240000662608125
95, 344, 254, 254, 264, 2.6164736923676193, 0.0006695467939053128, 1.3082368461838096, 0.0003347733969526564, 0.03745983043918299, 1.1232773364873363
96, 344, 264, 264, 274, 2.6106459861615563, 0.001066551526379213, 1.3053229930807781, 0.0005332757631896065, 0.03514908253828569, 1.123475838853573
97, 344, 274, 274, 284, 2.5757402700560843, 0.002565462921099139, 1.2878701350280422, 0.0012827314605495695, 0.02130859240923256, 1.124225294550933
98, 344, 284, 284, 294, 2.609781213759192, 0.0008179864298454385, 1.304890606879596, 0.00040899321492271924, 0.03480619102267733, 1.1233515563053063
99, 344, 294, 294, 304, 2.6110831369478618, 0.0013699536244488914, 1.3055415684739309, 0.0006849768122244457, 0.03532241750509991, 1.1236275399026079
